Name,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Trudi McMychem,2/22/1991,848-76-4172,12658,43,Private,361280,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,China,<=50K
Job Lebourn,9/21/1980,329-20-0717,31334,52,State-gov,447579,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,England,<=50K
Willem Santos,8/4/1972,701-23-4495,92976,27,,308995,Some-college,10,Divorced,,Own-child,Black,Female,0,0,40,United-States,<=50K
Norby Astin,9/23/2000,133-03-7125,95616,61,Private,248448,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Allene Folomkin,3/26/2011,507-29-3858,91570,35,Private,161141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Jacenta Kreber,5/1/1975,122-36-1290,94802,35,Private,212465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Phillip Garman,6/17/1967,207-51-2971,68896,45,Self-emp-inc,170871,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
Maurits Dormer,6/24/2012,655-35-4813,30661,43,Local-gov,233865,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Archie Gunnell,1/10/2011,622-57-7701,39109,51,Private,163052,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
Aloin McAteer,9/15/1980,182-16-1846,40612,35,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Marlin Bury,5/29/1998,546-56-9800,91187,47,Federal-gov,34845,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
Bobina Hogbin,11/28/1998,576-04-8253,98791,22,Private,206861,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
Roseann Bortolutti,11/24/2009,829-47-4042,41335,49,Self-emp-inc,349230,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Hilario Bernardos,11/10/1959,712-34-2828,14789,20,Private,130840,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
Barton Tyrone,7/12/1974,790-80-4983,46976,19,Private,415354,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Orella Gooderham,7/25/2010,519-52-4304,57168,27,Private,132191,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Deanne Andryunin,9/28/2000,848-86-1945,60803,42,Private,202466,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
Ethelyn Bellanger,8/13/1979,844-81-2099,74172,27,,224421,Some-college,10,Divorced,,Own-child,White,Male,0,0,40,United-States,<=50K
Herrick Sambles,8/6/2008,631-66-5703,68619,23,Self-emp-not-inc,236804,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
Cairistiona Raincin,6/20/1982,296-77-8392,83729,20,Private,107658,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,United-States,<=50K
Kaja Hanton,6/19/1992,800-57-9166,773,47,Private,102771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
Katya Creane,1/9/2012,815-19-3382,61095,17,Private,221403,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,18,United-States,<=50K
Immanuel Cowe,12/31/1997,856-46-6509,36056,76,,211574,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
Darcy Trustrie,7/25/1978,637-79-1917,90999,39,Private,52645,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
Trixie Craze,3/9/1966,703-24-2470,36494,25,Private,276310,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
Yorker McPake,11/5/1987,460-25-8506,19384,31,Private,134613,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States,<=50K
Dietrich Claque,5/9/2009,695-50-1862,65931,44,Private,215479,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,Haiti,<=50K
Kris Ogborne,9/8/1992,690-67-5278,17171,53,Private,266529,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Ced Hordle,4/1/1968,199-12-9884,16161,34,Private,265807,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
Becky Crankshaw,2/3/1951,798-83-6858,32807,45,Self-emp-not-inc,67716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
Dex Cicutto,1/12/1971,810-42-1130,95361,34,Private,178951,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
Ad Davydychev,5/23/1970,756-13-6739,23810,35,Private,241126,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Siana Hansemann,1/15/1951,127-10-1096,10556,36,Private,176544,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
Martynne Chree,1/5/1981,585-59-2907,67054,45,Private,169180,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
Beverly McLarnon,8/18/2003,546-97-1662,57640,37,Self-emp-not-inc,282461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
Ronda Pree,4/14/1956,728-42-3819,69739,53,Private,157069,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
Ronni Canti,4/9/1956,590-59-1185,58840,35,Private,99357,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
Rollo Mahaddie,8/4/1962,474-69-5951,30775,38,Self-emp-not-inc,414991,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,,<=50K
Misty Gotliffe,6/3/1969,838-01-5992,55995,65,Self-emp-inc,338316,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Jacqueline Weepers,1/27/1974,896-80-4094,17934,49,Self-emp-not-inc,59612,10th,6,Divorced,Farming-fishing,Unmarried,White,Male,0,0,70,United-States,<=50K
Marcello Pancost,7/8/1984,422-62-4095,50638,24,Private,220426,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
Tedda Baldery,12/19/1970,171-40-9171,33098,54,Private,115912,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Mattie Hammer,1/28/1967,856-62-4149,854,17,Private,27032,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
Orson Trail,4/18/1974,677-18-5366,6286,19,Private,170720,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
Jade Westover,7/9/1988,229-01-1364,5367,60,Private,183162,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
Kippy Fouldes,11/15/1973,610-53-4890,71311,46,Private,192360,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
Barbey McClintock,10/9/1955,731-31-4153,70564,78,,165694,Masters,14,Widowed,,Not-in-family,White,Female,0,0,15,United-States,<=50K
Burty Whitby,4/29/1998,472-21-8914,16784,26,Private,128553,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
Forbes Diaper,10/20/1969,138-70-9912,178,58,Private,209423,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba,<=50K
Winnah Garz,7/15/1964,653-26-2361,56121,37,Self-emp-not-inc,121510,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,<=50K
Shawna Teasdale-Markie,6/23/1995,571-42-2967,76439,41,Private,93793,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
Raoul Ghione,7/4/1993,302-31-5010,25830,30,Private,133602,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Iosep Dumphry,10/5/1954,616-22-8266,23018,19,Private,391329,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
Shelby Gerraty,8/13/1971,869-86-7484,86910,48,Private,96359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,>50K
Skye Vigors,9/19/1970,187-44-8899,22601,22,Private,203894,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,24,United-States,<=50K
Katti Giraudot,4/2/2001,516-28-0814,45162,50,Private,196193,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,60,,<=50K
Glennie Burkman,8/2/1974,808-38-8377,38918,25,Private,195994,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
Scotty Littrik,4/6/1992,105-87-8065,46988,18,Private,50879,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
Reinhard Simonel,7/20/1993,490-57-0205,68192,21,Private,186849,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Myrvyn Zywicki,2/14/2008,208-72-5378,25598,47,Private,201127,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
Conrado MacInerney,10/28/1985,601-46-6170,21411,33,Private,110998,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United-States,<=50K
Doralynn Ellerker,3/25/1984,150-34-3006,71220,39,Private,190466,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,2174,0,40,United-States,<=50K
Nelle Antrim,4/30/2001,142-03-5158,75741,67,Self-emp-not-inc,173935,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
Rey Cresar,4/1/1974,364-99-1162,2885,19,Private,167140,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1602,24,United-States,<=50K
Melvyn Trusslove,8/31/1955,727-42-9931,23928,18,Private,110230,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States,<=50K
Gilbertina Canete,11/10/1995,732-38-1032,52349,36,Private,287658,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
Cassie Colbeck,4/6/1951,815-37-7339,51589,23,Private,224954,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
George Stainer,5/28/1951,384-13-6392,25066,25,,394820,Some-college,10,Separated,,Unmarried,White,Female,0,0,20,United-States,<=50K
Gerrard Gale,11/17/1989,359-90-8847,26866,40,Private,37618,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,<=50K
Delbert Simounet,5/19/1980,370-10-4029,97872,73,Self-emp-not-inc,29306,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Felicio Sporle,3/13/2009,480-53-1217,47824,35,Private,37314,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
Bentley Halligan,8/15/1969,432-35-0751,84604,31,Private,420749,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Renae Thairs,5/1/1963,699-19-2526,5851,20,Private,482732,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Robinia Anderton,1/11/2009,377-87-0424,62740,20,Private,206215,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Hanna Glassman,2/28/1960,766-65-2744,37755,27,Private,101364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
Mariele Woodburne,3/9/1976,424-58-9850,65743,66,Self-emp-inc,185369,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
Lucila Whitehorn,12/8/1966,391-09-8811,53214,66,Private,216856,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
Jeramey Gabbitus,3/22/1979,398-63-7612,67070,64,Private,256019,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
Kizzie Talby,5/2/2004,738-99-7974,88189,48,Private,348144,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,3325,0,53,United-States,<=50K
Iseabal Duddin,4/7/1980,664-81-5843,45834,24,Private,190293,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Kary Brixham,3/3/1977,376-56-3666,9597,51,Self-emp-not-inc,25932,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
Chiarra Dubose,5/22/1990,799-60-0680,82756,25,Private,176729,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
Roseanna Beney,2/16/1981,645-95-2462,59914,33,Private,166961,11th,7,Separated,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
Kelila Caughte,4/7/1980,672-29-5508,5155,50,Private,86373,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
Donni Agent,4/9/1956,320-04-1970,74201,51,Private,320513,7th-8th,4,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,50,Dominican-Republic,<=50K
Querida Amyes,3/19/2007,443-75-7653,43616,34,State-gov,190290,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
Prissie Van der Linde,9/26/1981,652-65-8759,1230,41,Local-gov,111891,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Catharine Ollive,5/7/2008,509-88-3568,65994,30,Self-emp-not-inc,45796,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Lettie Barstowk,12/9/1996,795-36-8859,71927,59,Private,108496,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,2907,0,40,United-States,<=50K
Armin Huguet,2/8/1969,766-60-5663,37741,41,Self-emp-not-inc,120539,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
Chrystel Monni,12/12/1988,292-09-9652,62535,36,Self-emp-not-inc,164526,Masters,14,Never-married,Sales,Not-in-family,White,Male,10520,0,45,United-States,>50K
Nestor Gyenes,4/15/1997,813-12-7179,5874,37,Private,323155,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,Mexico,<=50K
Hodge Wigley,7/16/1991,840-12-7009,5324,28,Private,65389,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
Flora Keysel,1/21/1952,182-77-6635,38097,19,Private,414871,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Cassandry Sorley,9/17/1957,165-34-4786,36391,28,Private,161607,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
Melessa Liggins,4/3/2007,507-33-7199,7466,62,Private,224953,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
Thia Lyddy,9/22/1991,162-85-6578,34200,36,Private,261382,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
Lorelei Gronav,5/18/1990,285-65-7711,94778,58,Self-emp-not-inc,231818,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Greece,<=50K
Parnell Grandham,5/19/1965,782-88-5260,32305,42,Self-emp-inc,184018,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,50,United-States,<=50K
Eleanora Brychan,2/13/2000,273-14-7191,29833,43,Self-emp-inc,133060,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Rina Fabri,9/21/1958,768-66-0685,1256,29,Private,35032,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Felic Eilhermann,5/10/1999,180-82-0075,19950,32,State-gov,304212,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
Guthrey Strotton,11/7/1976,755-44-0440,19302,64,Local-gov,50442,9th,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
Imelda Culshaw,12/26/1958,451-43-6476,30404,39,Private,146091,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
Artus McMillam,1/26/1979,742-95-3068,94411,26,Private,267431,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
Alf Fishburn,3/13/1989,614-58-1438,86366,19,Private,121240,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
Papagena Binion,5/25/2010,699-18-8071,79818,21,Private,192572,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
Karola Blackaby,6/8/1955,225-36-8272,78666,32,Private,211028,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Drusi Battlestone,5/13/1976,722-22-8036,36628,30,Local-gov,346122,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,5013,0,45,United-States,<=50K
Jobyna Jerke,6/10/2004,130-47-3359,10360,26,Private,202203,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,50,United-States,<=50K
Sherye Burgan,9/20/1951,218-84-8958,13694,20,Private,159297,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
Laurette Itchingham,11/27/1991,888-10-4008,93909,19,Private,310158,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
Berkley Jeakins,8/23/1997,424-45-7751,44665,33,Federal-gov,193246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
Kessia Elstone,9/14/1950,149-16-5201,87831,23,Private,200089,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
Barny Adamolli,4/18/2001,324-95-7930,57100,29,Private,38353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
Dannye Sheehan,11/19/1957,350-73-0467,19144,42,Private,76280,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
Konstantine Vatini,2/9/1968,279-28-9330,53680,30,Self-emp-not-inc,243665,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
Pren Broadley,7/3/2007,153-62-6360,68791,63,Private,68872,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
Norry Aitchinson,10/6/1990,318-58-7935,73146,34,Private,103596,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Evangelin Hallum,10/26/2011,660-98-3249,47013,60,Self-emp-not-inc,88055,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
Frants Downton,5/11/1972,171-19-9967,91506,48,Private,186203,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
Joanie Dwane,3/28/1967,282-11-1248,80381,25,Private,257910,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
Maxine Camacke,11/21/1990,165-41-8623,258,27,Private,200227,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
Nicole Hyndes,5/25/1982,473-61-1328,95326,55,Self-emp-not-inc,124975,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,27828,0,55,United-States,>50K
Farica Carpmile,6/24/1964,222-57-7087,61989,32,Private,227669,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
Goldina Calabry,4/25/1973,575-10-7122,97430,22,Private,117210,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Greece,<=50K
Marion Anyene,2/14/2001,765-72-2903,8406,25,Private,76144,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
Flss Forsyth,8/9/1979,631-33-6332,65991,18,Private,98667,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
Ximenez Levet,11/11/1965,109-48-1319,72215,24,Local-gov,155818,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,<=50K
Alexio Attenburrow,1/5/1988,767-75-9387,74144,29,Private,283760,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
